Target,ObservationTimeAtBarycentre[BarycentricJulianDateInTCB],CcdRow[1-7],Fov[FovP=preceding/FovF=following],scanAngle[rad],parallaxFactorAlongScan,CcdStrip[1-11],transitid,mjd,psi_deg,spsi_obs,cpsi_obs,ppfact_obs,theta,ref_epoch,centroidPosAl_mas,centroidPosAlError_mas,relative_time_year,source_id,sigma_da_mas,da_mas,strip
HD40503,2456930.022080729,2,FoVP,2.458115991083583,0.7130329203104422,3,1,56929.522080728784,140.8396718427068,0.6314925763255181,-0.7753819226972987,0.7130329203104422,140.8396718427068,2016.0,182.5573496490475,0.15577992371925717,-1.2566130575529522,2884087104955208064,0.15577992371925717,182.5573496490475,3
HD40503,2456930.0221328125,2,FoVP,2.458115991083583,0.7130329203104422,4,1,56929.52213281253,140.8396718427068,0.6314925763255181,-0.7753819226972987,0.7130329203104422,140.8396718427068,2016.0,182.4892033714053,0.151996643773371,-1.2566129149554182,2884087104955208064,0.151996643773371,182.4892033714053,4
HD40503,2456930.022184896,2,FoVP,2.458115991083583,0.7130329203104422,5,1,56929.52218489582,140.8396718427068,0.6314925763255181,-0.7753819226972987,0.7130329203104422,140.8396718427068,2016.0,182.24719401277667,0.1384415432163773,-1.256612772359159,2884087104955208064,0.1384415432163773,182.24719401277667,5
HD40503,2456930.022236979,2,FoVP,2.458115991083583,0.7130329203104422,6,1,56929.5222369791,140.8396718427068,0.6314925763255181,-0.7753819226972987,0.7130329203104422,140.8396718427068,2016.0,182.56612197074801,0.18307183857793358,-1.2566126297628997,2884087104955208064,0.18307183857793358,182.56612197074801,6
HD40503,2456930.022289063,2,FoVP,2.458115991083583,0.7130329203104422,7,1,56929.52228906285,140.8396718427068,0.6314925763255181,-0.7753819226972987,0.7130329203104422,140.8396718427068,2016.0,182.37785014346076,0.1685746960220066,-1.2566124871653657,2884087104955208064,0.1685746960220066,182.37785014346076,7
HD40503,2456930.022341146,2,FoVP,2.458115991083583,0.7130329203104422,8,1,56929.522341146134,140.8396718427068,0.6314925763255181,-0.7753819226972987,0.7130329203104422,140.8396718427068,2016.0,182.17692136216868,0.18656897552261284,-1.2566123445691064,2884087104955208064,0.18656897552261284,182.17692136216868,8
HD40503,2456930.0223932294,2,FoVP,2.458115991083583,0.7130329203104422,9,1,56929.52239322942,140.8396718427068,0.6314925763255181,-0.7753819226972987,0.7130329203104422,140.8396718427068,2016.0,182.17367448564028,0.13472306903749537,-1.2566122019728474,2884087104955208064,0.13472306903749537,182.17367448564028,9
HD40503,2456930.0224453127,2,FoVP,2.458115991083583,0.7130329203104422,10,1,56929.5224453127,140.8396718427068,0.6314925763255181,-0.7753819226972987,0.7130329203104422,140.8396718427068,2016.0,182.49060035101962,0.11501225205619753,-1.2566120593765882,2884087104955208064,0.11501225205619753,182.49060035101962,10
HD40503,2456930.022497396,2,FoVP,2.458115991083583,0.7130329203104422,11,1,56929.522497395985,140.8396718427068,0.6314925763255181,-0.7753819226972987,0.7130329203104422,140.8396718427068,2016.0,182.14838465046935,0.13359024187739488,-1.256611916780329,2884087104955208064,0.13359024187739488,182.14838465046935,11
HD40503,2456930.09609162,1,FoVF,2.459730748777309,0.7126525187600962,2,2,56929.59609162016,140.93219064349358,0.6302396996542928,-0.7764006188686783,0.7126525187600962,140.93219064349358,2016.0,181.9772376475813,0.612466685307508,-1.256410426775747,2884087104955208064,0.612466685307508,181.9772376475813,2
HD40503,2456930.0961437034,1,FoVF,2.459730748777309,0.7126525187600962,3,2,56929.59614370344,140.93219064349358,0.6302396996542928,-0.7764006188686783,0.7126525187600962,140.93219064349358,2016.0,182.1957315222562,0.17225628438499058,-1.2564102841794877,2884087104955208064,0.17225628438499058,182.1957315222562,3
HD40503,2456930.0961957867,1,FoVF,2.459730748777309,0.7126525187600962,4,2,56929.596195786726,140.93219064349358,0.6302396996542928,-0.7764006188686783,0.7126525187600962,140.93219064349358,2016.0,182.42911556389922,0.16813525893688125,-1.2564101415832287,2884087104955208064,0.16813525893688125,182.42911556389922,4
HD40503,2456930.09624787,1,FoVF,2.459730748777309,0.7126525187600962,5,2,56929.59624787001,140.93219064349358,0.6302396996542928,-0.7764006188686783,0.7126525187600962,140.93219064349358,2016.0,182.50171979001905,0.15666453959775797,-1.2564099989869695,2884087104955208064,0.15666453959775797,182.50171979001905,5
HD40503,2456930.0962999533,1,FoVF,2.459730748777309,0.7126525187600962,6,2,56929.59629995329,140.93219064349358,0.6302396996542928,-0.7764006188686783,0.7126525187600962,140.93219064349358,2016.0,182.25281232429325,0.17043735537826987,-1.2564098563907102,2884087104955208064,0.17043735537826987,182.25281232429325,6
HD40503,2456930.096352037,1,FoVF,2.459730748777309,0.7126525187600962,7,2,56929.59635203704,140.93219064349358,0.6302396996542928,-0.7764006188686783,0.7126525187600962,140.93219064349358,2016.0,182.27621989492022,0.15075370397457266,-1.2564097137931762,2884087104955208064,0.15075370397457266,182.27621989492022,7
HD40503,2456930.0964041203,1,FoVF,2.459730748777309,0.7126525187600962,8,2,56929.596404120326,140.93219064349358,0.6302396996542928,-0.7764006188686783,0.7126525187600962,140.93219064349358,2016.0,182.318431763386,0.1288517353042526,-1.256409571196917,2884087104955208064,0.1288517353042526,182.318431763386,8
HD40503,2456930.096456204,1,FoVF,2.459730748777309,0.7126525187600962,9,2,56929.596456204075,140.93219064349358,0.6302396996542928,-0.7764006188686783,0.7126525187600962,140.93219064349358,2016.0,182.11717827587648,0.15679874246414344,-1.256409428599383,2884087104955208064,0.15679874246414344,182.11717827587648,9
HD40503,2456930.096508287,1,FoVF,2.459730748777309,0.7126525187600962,10,2,56929.59650828689,140.93219064349358,0.6302396996542928,-0.7764006188686783,0.7126525187600962,140.93219064349358,2016.0,182.18058158425404,0.1337805568436319,-1.2564092860043987,2884087104955208064,0.1337805568436319,182.18058158425404,10
HD40503,2456930.09656037,1,FoVF,2.459730748777309,0.7126525187600962,11,2,56929.59656037018,140.93219064349358,0.6302396996542928,-0.7764006188686783,0.7126525187600962,140.93219064349358,2016.0,182.3861340898973,0.15364587016790693,-1.2564091434081395,2884087104955208064,0.15364587016790693,182.3861340898973,11
HD40503,2456961.259290532,3,FoVP,-1.8117997822804208,-0.6447352556081137,1,3,56960.75929053221,-103.80848084738955,-0.9710989618564573,-0.23867720100862386,-0.6447352556081137,-103.80848084738955,2016.0,-122.0943086385554,0.5942290924084129,-1.1710902381048351,2884087104955208064,0.5942290924084129,-122.0943086385554,1
HD40503,2456961.2593426155,3,FoVP,-1.8117997822804208,-0.6447352556081137,3,3,56960.75934261549,-103.80848084738955,-0.9710989618564573,-0.23867720100862386,-0.6447352556081137,-103.80848084738955,2016.0,-122.20021364787482,0.13392472736767527,-1.171090095508576,2884087104955208064,0.13392472736767527,-122.20021364787482,3
HD40503,2456961.259394699,3,FoVP,-1.8117997822804208,-0.6447352556081137,4,3,56960.759394698776,-103.80848084738955,-0.9710989618564573,-0.23867720100862386,-0.6447352556081137,-103.80848084738955,2016.0,-122.01491223858305,0.1582743012569456,-1.1710899529123167,2884087104955208064,0.1582743012569456,-122.01491223858305,4
HD40503,2456961.259446782,3,FoVP,-1.8117997822804208,-0.6447352556081137,5,3,56960.75944678206,-103.80848084738955,-0.9710989618564573,-0.23867720100862386,-0.6447352556081137,-103.80848084738955,2016.0,-121.85719275010172,0.17949279327613388,-1.1710898103160576,2884087104955208064,0.17949279327613388,-121.85719275010172,5
HD40503,2456961.2594988653,3,FoVP,-1.8117997822804208,-0.6447352556081137,6,3,56960.75949886534,-103.80848084738955,-0.9710989618564573,-0.23867720100862386,-0.6447352556081137,-103.80848084738955,2016.0,-121.8726738128476,0.1693358132809641,-1.1710896677197984,2884087104955208064,0.1693358132809641,-121.8726738128476,6
HD40503,2456961.259550949,3,FoVP,-1.8117997822804208,-0.6447352556081137,7,3,56960.75955094909,-103.80848084738955,-0.9710989618564573,-0.23867720100862386,-0.6447352556081137,-103.80848084738955,2016.0,-122.4315472096449,0.194016498328874,-1.1710895251222644,2884087104955208064,0.194016498328874,-122.4315472096449,7
HD40503,2456961.2596030324,3,FoVP,-1.8117997822804208,-0.6447352556081137,8,3,56960.75960303238,-103.80848084738955,-0.9710989618564573,-0.23867720100862386,-0.6447352556081137,-103.80848084738955,2016.0,-122.37560570261235,0.1341457792992744,-1.1710893825260051,2884087104955208064,0.1341457792992744,-122.37560570261235,8
HD40503,2456961.259655116,3,FoVP,-1.8117997822804208,-0.6447352556081137,9,3,56960.759655116126,-103.80848084738955,-0.9710989618564573,-0.23867720100862386,-0.6447352556081137,-103.80848084738955,2016.0,-122.17616169087842,0.12629672504679848,-1.1710892399284711,2884087104955208064,0.12629672504679848,-122.17616169087842,9
